index,thickness,intensity
112,2.2138286,167.38135
113,1.7145635,121.14209
114,2.362603,110.91763
115,2.5914016,189.99283
116,2.2704313,99.15675
117,2.7790346,184.99542
118,1.7245114,109.18582
119,3.4050803,216.29536
120,2.4878993,139.80394
121,2.1472697,99.18336
122,2.2854848,156.27505
123,1.8656405,93.16351
124,2.501564,140.95505
125,3.547992,239.62212
126,3.3834133,223.85518
127,2.8272927,173.01291
128,2.3908093,176.15761
129,1.5320356,99.256744
130,3.0841048,202.00642
131,3.0594082,192.99734
132,2.8986714,198.57748
133,3.111021,218.33018
134,1.4820993,83.64159
135,2.365513,142.2927
136,1.5957901,88.173454
137,2.85975,200.88895
138,2.2326393,115.99014
139,1.5818061,86.105606
140,1.6215079,95.9758
141,3.1861248,190.81665
142,3.109144,213.84671
143,1.8382181,116.221695
144,3.6841397,222.43204
145,2.0389886,96.64252
146,2.5963216,167.8482
147,3.906768,245.03487
148,2.6871068,202.88464
149,3.067635,199.7216
150,2.274313,134.60007
151,3.018729,199.1476
152,2.445079,163.77951
153,1.3849791,85.07549
154,1.9234686,99.39653
155,1.8747466,101.48491
156,3.8956542,246.65047
157,2.11196,80.534485
158,1.8695868,145.44342
159,1.7451124,104.1958
160,3.1665003,225.13206
161,2.017587,152.28253
162,2.1616862,138.80444
163,3.1807506,217.89912
164,2.1377115,110.6459
165,2.9214742,226.77357
166,1.9538918,116.684326
167,2.5399806,152.29715
168,2.0484114,135.93486
169,1.7081712,84.98993
170,1.846417,104.14205
171,2.9064288,216.62737
172,2.8844724,210.67389
173,3.4116826,211.06052
174,2.078882,115.09807
175,1.8754373,87.018005
176,3.2566853,225.1532
177,2.0405111,111.50929
178,3.6811078,232.70326
179,2.2041125,114.719284
180,2.3805203,127.67739
181,2.0287273,108.14643
182,2.4484644,135.52078
183,3.1212816,226.93695
184,2.6227121,200.31204
185,2.2209918,129.7453
186,2.883725,189.6405
187,2.4433541,184.54428
188,3.5440824,230.58548
189,2.8703682,192.82777
190,3.560618,234.57808
191,3.5258582,233.26906
192,2.3105204,125.08854
193,2.962388,184.17705
194,3.531839,241.9895
195,2.9505427,208.84673
196,1.7135284,95.26576
197,2.8212957,170.2305
198,3.277407,215.17418
199,2.3575711,137.15164
200,1.9776253,110.058395
201,3.1488123,183.92114
202,1.4517317,82.20037
203,2.0277627,109.82736
204,2.1445835,104.71425
205,2.1642478,153.59633
206,2.811844,164.35492
207,2.3382735,169.54367
208,2.3782265,199.89697
209,2.965946,234.41115
210,2.7716658,172.83176
211,3.1602163,210.52731
212,2.0742881,108.704666
213,2.550694,128.80307
214,1.7773373,118.97037
215,1.6165621,94.20317
216,1.6806267,78.882965
217,2.7636755,169.42883
218,3.4841495,226.44385
219,2.6839306,149.99796
220,2.1902905,94.20681
221,2.355265,142.78458
222,1.8869503,134.90369
223,2.1917162,157.21556
224,2.039365,151.43648
225,2.070133,141.71915
226,2.0304036,122.23079
227,1.5658842,79.80785
228,2.8758128,186.5758
229,3.533711,221.26318
230,2.3426716,113.411766
231,1.8222729,122.98866
232,2.7172236,203.83511
233,1.7595167,95.18927
234,1.8165836,87.480545
235,2.5795372,191.8742
236,2.260839,165.64886
237,2.2083354,156.1623
238,2.7139077,163.53246
239,3.0635548,205.99579
240,3.7442138,247.05913
241,2.188994,122.366196
242,3.17034,235.34476
243,2.5564451,183.68475
244,1.9305199,117.277115
245,3.136895,197.92622
246,2.3777242,170.4491
247,2.6297872,192.8052
248,2.0855412,113.25285
249,1.9114885,100.5341
250,2.1181998,112.41026
251,3.31258,225.89206
252,2.2909477,124.979996
253,1.4951661,110.65303
254,2.3774314,201.91254
255,2.1281664,118.93953
256,1.6535655,88.93376
257,2.0306087,128.39722
258,1.8804529,120.09017
259,3.4206645,222.7417
260,4.2334013,250.82024
261,2.1199887,124.91632
262,3.0209413,204.19331
263,2.878124,199.5455
264,2.4411702,160.55243
265,2.7389355,217.039
266,2.3070607,165.83379
267,1.9728558,126.81538
268,3.3696458,246.12714
269,1.9562148,134.73988
270,2.5373197,163.5624
271,3.2369115,224.06113
272,2.1100593,133.60663
273,2.121967,156.00296
274,2.6206777,181.09045
275,2.7463202,154.70427
276,1.9766877,86.45417
277,2.2506254,164.42853
278,3.2921424,241.0482
279,1.5522735,92.67988
280,1.5750556,104.106995
281,3.5326757,226.54672
282,3.0475898,203.52982
283,2.3005557,117.943726
284,2.8861656,191.24945
285,2.6263635,169.99666
286,2.4009502,144.41888
287,2.3919349,97.585724
288,1.8169081,106.68652
289,3.5660279,241.44302
290,2.7948146,182.676
291,2.012856,173.5563
292,3.0293403,179.79596
293,2.2805045,141.82376
294,3.15394,196.9746
295,1.8285999,105.28338
296,2.5373545,161.46716
297,2.882399,191.53598
298,2.5833764,143.89767
299,1.7734206,99.199745
300,2.1152036,174.01471
301,1.9311024,100.18036
302,2.656872,165.71582
303,2.0296066,139.06607
304,2.4392,188.64975
305,1.8492024,128.82806
306,2.4320064,146.84549
307,3.6726534,244.79933
308,1.4625862,69.657364
309,3.660239,224.07346
310,1.9774792,129.5316
311,1.9640911,135.36581
312,3.7053313,243.58566
313,1.9178951,105.95954
314,2.1714377,134.5585
315,2.421844,143.00334
316,3.0288672,175.29271
317,4.3763256,248.47923
318,2.2518747,153.52394
319,2.4262447,164.5795
320,1.3991699,95.29103
321,3.0246103,215.60123
322,3.0482569,209.17876
323,2.613709,186.42407
324,2.3392608,117.480865
325,3.7268748,243.3496
326,2.9607227,200.67816
327,2.456747,166.15
328,2.6263454,159.02664
329,2.3216662,114.46799
330,2.265595,121.22367
331,2.0128627,110.35475
332,2.1461556,132.20865
333,2.5269806,197.30148
334,2.4735653,145.1117
335,2.5809793,164.57019
336,3.202679,220.71547
337,3.6159153,235.24757
338,2.3452704,147.50781
339,1.9207177,100.33403
340,2.1668606,125.42463
341,3.2760577,215.88802
342,2.4808688,146.1416
343,2.4513447,159.25177
344,2.9726853,165.2175
345,3.1786392,231.45496
346,1.1021484,79.88063
347,2.0442255,144.86728
348,2.86681,180.47214
349,2.331286,146.02692
350,2.1052387,155.01534
351,2.41805,176.28355
352,2.746201,149.60782
353,1.0876888,69.51004
354,2.6377234,144.03363
355,1.5042577,79.02244
356,3.027507,215.84665
357,2.7974048,187.25534
358,3.1831982,220.17963
359,2.8462741,186.38748
360,2.164915,147.28955
361,1.7162843,91.14527
362,2.4289823,140.6618
363,1.6680131,89.40977
364,2.5108156,150.58766
365,3.5018246,247.0814
366,2.7630534,237.56377
367,2.0416799,142.6926
368,2.6015353,186.91173
369,2.2367117,148.06223
370,3.7914944,245.33649
371,3.1345384,199.7169
372,3.770605,243.71481
373,2.5807693,187.77213
374,3.5428274,249.54599
375,2.3627338,138.57764
376,2.3259294,142.38248
377,2.218529,130.39572
378,2.3459466,194.5971
379,2.7900262,189.08495
380,2.3406713,148.84244
381,2.2246306,173.70593
382,2.8148003,202.14932
383,1.5202242,79.36044
384,2.421877,157.60226
385,2.3079743,150.48407
386,2.6735134,151.44386
387,1.4479262,92.93059
388,1.7980568,99.9498
389,2.325929,125.868286
390,1.8431311,112.15964
391,2.1585414,101.106995
392,2.3285692,139.01712
393,2.1116178,112.77157
394,2.9330926,168.62839
395,3.4875216,241.17729
396,2.2813458,131.77472
397,3.63091,229.63268
398,3.0152547,195.94775
399,1.918404,112.49873
400,2.0227664,140.66779
401,1.8988521,102.78441
402,2.3356624,145.10449
403,2.3686242,162.90474
404,3.1995485,194.50264
405,2.2848365,152.26015
406,3.3413396,232.61046
407,2.2322936,115.070885
408,1.8598515,97.249146
409,2.4295478,137.95485
410,1.8463018,75.569534
411,2.8960624,215.07611
412,2.0084176,142.09692
413,1.8321024,109.06907
414,2.0843801,135.57422
415,1.753029,92.93468
416,2.6344473,187.92558
417,2.6321979,195.48674
418,2.9788935,189.19168
419,2.637474,151.97064
420,3.4751306,221.93364
421,3.4089441,237.2375
422,2.9742544,214.46033
423,2.4060752,174.35745
424,2.892448,218.20212
425,1.681026,97.594406
426,2.6868474,166.36275
427,3.4393697,219.15404
428,2.4081383,140.08673
429,2.3517506,141.77515
430,1.4654981,94.519485
431,1.8420583,114.20377
432,1.8996818,101.16999
433,2.397862,150.81024
434,3.4622674,229.2822
435,2.6444423,173.43979
436,3.2881389,241.0252
437,2.7919466,160.6898
438,2.9338565,179.12875
439,1.3190856,74.192764
440,2.757198,158.31946
441,3.5500963,228.53908
442,3.0541575,232.36182
443,2.5339322,151.11572
444,2.586151,194.53142
445,2.8079855,151.29984
446,2.1069071,109.28332
447,2.7472167,190.83711
448,2.0643616,97.9484
449,2.7572162,162.97925
450,1.8309166,116.9321
451,2.077488,160.77527
452,2.5119183,153.08751
453,4.1023107,245.19217
454,2.1004465,92.932785
455,2.2053206,98.45323
456,1.8540401,102.94025
457,2.4626315,186.4746
458,1.8610275,126.698784
459,3.2163882,216.30022
460,2.461057,147.05739
461,2.0982513,102.42853
462,2.4220889,157.405
463,2.645619,163.07333
464,1.7155241,93.534546
465,2.4902403,156.61754
466,2.2639487,154.69948
467,2.7941616,190.6426
468,2.5334172,156.69652
469,3.4275074,235.98544
470,3.539023,229.67184
471,3.112081,229.39252
472,2.741485,186.05551
473,2.1398396,110.136734
474,2.1834714,128.19986
475,2.5219078,139.04819
476,1.9299067,140.26216
477,3.3115363,229.81595
478,3.301629,199.66458
479,2.5029635,183.92868
480,2.8930557,211.2938
481,2.2569134,117.74054
482,3.5182035,238.04935
483,1.6183909,90.40048
484,1.7766339,88.364365
485,2.418825,153.95529
486,3.106813,203.72084
487,2.6991906,136.71086
488,2.4880185,118.16999
489,2.4468915,148.50864
490,2.3011756,152.99023
491,2.270848,158.02713
492,3.379928,226.70564
493,1.6035807,89.03819
494,1.6586206,104.88026
495,1.7804885,99.77748
496,3.310294,207.70256
497,2.2751884,158.45299
498,2.0912945,118.22946
499,3.0372443,203.5911
500,1.926513,113.21239
501,1.4704926,76.7943
502,2.1739485,144.32315
503,2.8303065,182.47067
504,3.231881,218.46074
505,1.8639,85.269554
506,4.0118876,244.98207
507,2.130144,175.1596
508,2.494468,176.26132
509,3.8859677,233.89175
510,2.4733245,195.15735
511,1.805546,123.18759
512,2.16146,145.95752
513,2.232347,142.9742
514,2.3759544,122.13727
515,1.9671606,110.5313
516,3.71791,227.51463
517,3.1769414,232.36392
518,3.2486236,227.99925
519,3.0084772,210.5639
520,2.3142915,131.15038
521,2.5081322,107.15247
522,3.57838,239.46991
523,2.6061442,175.97386
524,1.823493,93.741455
525,2.3583791,149.65091
526,3.3785105,229.90305
527,1.354903,82.712814
528,2.0177643,125.03823
529,2.8152602,179.68481
530,1.8658224,100.51482
531,3.0969987,188.07233
532,1.6952088,90.56539
533,2.69988,141.63887
534,3.6166518,236.89998
535,1.2103316,82.109085
536,2.483399,153.12828
537,1.8215694,107.88168
538,4.142003,245.18855
539,2.0723233,125.11589
540,2.8138924,210.57295
541,3.53246,227.07939
542,2.5170789,197.45993
543,2.150557,99.915695
544,2.1667354,135.54031
545,2.8071513,171.89749
546,2.3293073,110.7999
547,3.4029922,225.97003
548,2.3626902,205.10034
549,3.1249273,212.07594
550,3.1301355,224.07166
551,1.5695031,93.09911
552,2.1889532,178.82056
553,3.154335,241.53532
554,1.5654929,97.631226
555,2.0507603,131.53896
556,1.8460157,113.797485
557,2.2808738,177.77365
558,2.8896563,181.63803
559,2.9014986,160.26907
560,1.6793334,102.78903
561,2.3276832,128.51048
562,2.0348172,116.00041
563,4.3690033,252.65665
564,2.0912535,117.96063
565,2.344644,157.02042
566,1.9193631,134.9808
567,3.0533903,220.04414
568,2.2496045,113.28122
569,2.7885132,184.1148
570,2.617534,176.79254
571,2.6024806,160.61636
572,2.535089,176.08203
573,1.9088968,106.534164
574,3.355934,227.08968
575,2.9874194,191.87357
576,1.9494919,92.586494
577,2.6847713,154.8068
578,2.337251,145.18893
579,2.3880553,130.10123
580,2.2301633,126.91223
581,2.1317456,105.43884
582,3.0607314,197.49527
583,1.3802063,90.336
584,1.3865352,74.04399
585,1.4106709,81.92797
586,3.4426587,226.61432
587,2.58256,159.65326
588,1.5360165,92.18858
589,2.8942485,220.59985
590,2.7042744,170.42654
591,1.4377004,88.629
592,1.4184461,83.946266
593,2.222727,148.86206
594,2.6067467,176.84918
595,2.4448478,208.62404
596,1.6140577,91.18304
597,1.9637382,125.92444
598,2.2865658,177.77705
599,3.1109924,187.44836
600,2.0216124,87.37947
601,1.9708767,111.49668
602,2.2371404,138.62006
603,2.1803746,89.34951
604,2.9394515,228.95293
605,2.4294238,129.77457
606,2.7192788,183.96422
607,2.1025224,121.10483
608,2.227312,151.13306
609,3.568714,234.05956
610,3.791803,240.29637
611,3.638363,233.1332
612,3.9741528,240.98062
613,2.5733593,166.45071
614,3.1029668,205.56967
615,3.7236583,242.45926
616,1.7753261,96.82202
617,2.9464307,210.9175
618,4.539845,252.55627
619,2.197596,122.302444
620,1.9817216,116.00966
621,2.8901384,190.46075
622,2.252685,131.01071
623,2.9934936,204.81313
624,2.106163,137.84921
625,2.2424467,168.70514
626,3.0996773,211.61557
627,2.3108428,142.04024
628,1.3987286,83.184586
629,2.0483658,87.08323
630,1.9487294,132.80084
631,1.8647254,104.694046
632,1.9186434,139.12961
633,2.512138,184.5943
634,2.8741715,219.48529
635,2.8123224,173.5994
636,2.0905,117.821884
637,2.8055797,176.22772
638,1.6699917,139.47322
639,2.04976,94.04622
640,1.8008385,121.559135
641,2.475762,129.32977
642,2.4757407,163.18304
643,2.7006736,154.78973
644,1.9384595,83.287315
645,2.4831634,168.06833
646,2.1884618,157.97264
647,2.501205,138.75894
648,2.232243,108.81664
649,1.9772303,125.81936
650,1.5239834,94.01702
651,3.2992558,219.02147
652,3.361393,220.3966
653,3.0348847,203.20433
654,1.5589358,95.23869
655,2.3179755,128.8583
656,3.0637379,195.16544
657,1.8796097,100.066216
658,2.437303,162.95728
659,2.3984814,127.95869
660,2.2326298,114.52053
661,3.0849056,227.081
662,2.2516923,132.96962
663,3.2598615,217.40974
664,2.0014026,157.59991
665,2.3031151,155.76886
666,2.1822941,101.285706
667,2.9548948,232.09087
668,2.276457,123.417244
669,2.5136218,197.68275
670,2.532368,163.71063
671,3.1108162,225.46901
672,2.185863,112.34404
673,2.4296432,157.82701
674,2.8766875,208.38272
675,2.2789576,163.15102
676,2.0917482,119.12008
677,2.1247897,109.85275
678,3.1555095,213.21098
679,3.0075414,207.46407
680,2.7730613,194.05333
681,2.0200398,144.33884
682,3.163622,212.89183
683,2.9445648,204.48363
684,3.91927,245.95143
685,2.6213143,153.67027
686,2.433706,167.83064
687,1.9311491,128.05246
688,2.09186,98.54463
689,2.5624053,121.350586
690,3.1115944,183.32391
691,2.17973,122.49684
692,2.603498,202.07387
693,2.3981223,176.33514
694,2.499092,134.18521
695,4.0413504,244.84897
696,2.812703,208.56877
697,2.467114,147.21396
698,2.343557,133.03514
699,2.5660894,171.33679
700,2.3669705,140.06503
701,2.6360095,157.10196
702,2.3577094,146.17822
703,1.5828755,95.04357
704,2.3754778,213.23466
705,2.6729062,164.5527
706,2.5958476,188.82422
707,1.5731527,84.65605
708,2.1673522,88.65573
709,1.8971918,102.32631
710,2.8502667,188.08566
711,2.188258,145.12375
712,3.1508832,234.10213
713,2.931323,167.29358
714,1.7399094,113.98649
715,1.8224818,85.505905
716,2.0624776,90.33968
717,2.7897182,193.22884
718,3.298062,207.62967
719,2.9976413,185.20789
720,1.7633797,91.88013
721,3.1311646,213.52084
722,1.4979051,87.84592
723,1.7458868,74.80082
724,1.6281905,84.85214
725,2.1713777,121.16118
726,2.8931098,206.09473
727,2.8790908,191.83139
728,2.725504,204.25572
729,2.2539618,191.36346
730,2.0063674,101.192474
731,2.9344065,199.74922
732,2.0318701,110.693985
733,2.3248837,149.44606
734,2.4713752,121.83426
735,2.4058104,170.6376
736,3.4130702,225.1029
737,2.267404,169.21255
738,3.2907398,237.45732
739,1.8082638,111.752914
740,3.0777946,230.98181
741,2.839415,214.14496
742,3.316389,226.30537
743,2.3706334,122.53336
744,3.8074143,239.53035
745,1.8910623,143.14384
746,2.270462,147.94475
747,2.3113418,121.645676
748,3.0079532,206.18109
749,3.07591,209.7994
750,2.009529,133.90852
751,2.1922202,122.30325
752,2.7848902,184.98077
753,2.3278337,152.38086
754,2.4386284,154.61685
755,1.4099429,80.80201
756,1.8519304,130.94977
757,1.9866788,118.86459
758,2.0797088,139.58623
759,2.1437173,117.94724
760,2.3079395,137.57512
761,3.2974524,220.06216
762,2.2475302,115.8703
763,3.191124,198.55992
764,1.725612,109.37784
765,2.3079896,205.48184
766,3.2679775,224.25589
767,2.3201785,133.06833
768,2.0357218,138.69727
769,1.5402014,97.267426
770,2.6747708,203.03415
771,1.913885,114.615295
772,3.3204427,237.34486
773,1.9783113,105.662125
774,2.6019826,131.58345
775,3.3656402,234.84622
776,1.8629159,84.088005
777,2.0347462,116.59923
778,2.6281767,182.85022
779,2.3736742,142.53104
780,2.2762437,130.2127
781,2.17526,125.12134
782,2.3573909,161.52472
783,2.1208854,83.80626
784,2.0829914,114.294846
785,2.8717053,174.3877
786,3.6970901,243.6558
787,2.140715,122.49896
788,1.5866101,83.03197
789,2.0449274,124.28375
790,1.7198789,102.58247
791,3.236936,226.07687
792,2.095198,131.81137
793,2.0188146,98.285225
794,1.9624074,103.43083
795,2.283288,167.37885
796,2.5969057,194.60638
797,2.3537376,140.6582
798,3.7194912,220.26666
799,3.2663703,192.73845
800,2.4208112,172.9873
801,4.2207828,244.74167
802,2.2249463,129.81035
803,3.0128992,174.0781
804,2.4647536,138.31058
805,3.089024,215.8766
806,2.747357,197.74635
807,1.7524655,96.37213
808,1.8096523,85.473206
809,2.2415004,116.8809
810,3.5853384,215.64822
811,1.689678,126.01526
812,1.8979499,102.184364
813,2.242238,144.58075
814,2.303506,179.5221
815,2.0167902,110.733826
816,1.974405,128.44019
817,2.6619103,129.56882
818,2.1509302,124.06697
819,2.5262399,202.18474
820,1.7693076,128.47137
821,2.3259168,186.01616
822,2.0830925,115.321304
823,2.8791137,194.2684
824,1.8402048,84.94005
825,2.0902421,116.3005
826,2.719901,223.71478
827,2.5062447,173.98727
828,1.7414176,99.42653
829,3.244723,210.53772
830,2.6297119,175.09204
831,2.083602,119.186005
832,2.801526,165.81915
833,2.4047484,147.14233
834,1.3362114,70.69756
835,3.696002,235.60818
836,2.0452452,142.90863
837,3.8048847,243.46658
838,3.5423532,243.07912
839,3.6910453,238.7419
840,1.9879153,118.46278
841,3.1325724,180.44205
842,2.3098376,145.50621
843,2.9912074,207.43692
844,4.17237,240.78394
845,3.1880922,216.82585
846,2.5899863,207.80748
847,3.4175663,224.52637
848,1.6421936,81.27052
849,2.7707565,210.73953
850,2.1851232,124.36052
851,1.979221,103.97992
852,3.1816573,228.24292
853,1.8725221,121.18739
854,2.9037437,202.48409
855,4.3323445,251.7064
856,2.613708,189.51944
857,3.533401,199.24292
858,3.0499616,194.21361
859,2.6813016,213.65541
860,2.44978,137.4389
861,3.5822453,228.48683
862,2.9888208,225.63051
863,2.2892442,132.36694
864,2.7083561,197.76688
865,1.6583761,113.4208
866,2.4479914,136.73001
867,2.3722692,166.85081
868,2.2175493,134.19589
869,2.699622,176.0109
870,1.7746484,82.093445
871,2.6774387,141.8606
872,3.945015,248.33589
873,3.0510495,208.69046
874,2.7300777,180.7656
875,2.1917534,117.12053
876,2.3365855,146.95737
877,1.7398381,124.78659
878,3.3671584,228.76901
879,3.249826,206.73883
880,2.603545,142.90176
881,2.7693553,154.06845
882,2.1993194,165.02458
883,2.323078,109.8185
884,2.0027347,104.20534
885,2.7222362,160.70645
886,3.7578368,251.36641
887,2.6630611,155.82678
888,3.2791462,225.98169
889,2.6681325,197.16252
890,2.4155529,158.80954
891,2.3342276,164.07938
892,1.2121317,73.028275
893,2.432396,162.96628
894,1.429268,82.658615
895,1.5528316,98.32083
896,1.2288804,74.27898
897,2.6754272,165.39688
898,2.9400449,198.71048
899,2.5856607,198.39136
900,4.223008,241.41093
901,2.2160046,149.43387
902,1.7301226,89.91696
903,2.6947398,216.38834
904,2.6886256,204.97679
905,3.2390285,216.48798
906,2.7063801,214.64867
907,1.5712678,88.16976
908,2.2202322,160.48819
909,3.4589374,236.73209
910,2.9787393,172.36617
911,1.9520884,101.29762
912,3.4206212,245.07153
913,1.9899032,105.05928
914,3.1079276,208.64484
915,2.0673442,79.78914
916,3.5695505,230.33507
917,2.4752145,169.23083
918,3.297091,226.35541
919,3.5975828,228.72086
920,2.1633017,106.925865
921,2.6875138,103.72597
922,2.6499038,184.29785
923,3.7020714,229.44048
924,2.004616,89.83296
925,3.4081635,238.47914
926,1.4799603,87.26371
927,2.4110723,113.88515
928,2.2053037,148.40967
929,2.8736222,191.80855
930,2.402433,136.48802
931,4.6894245,253.65236
932,2.0992243,138.81198
933,2.0185127,96.356415
934,2.8518853,174.19882
935,1.7915356,100.97534
936,2.596184,178.53452
937,2.8349783,189.72995
938,1.3247979,91.73035
939,3.4668753,231.04523
940,2.3726106,146.36128
941,2.024417,105.872696
942,2.5506244,160.40894
943,3.0855246,206.47536
944,2.85048,161.3746
945,2.454539,131.33636
946,2.8117685,179.21762
947,2.9806933,216.5501
948,1.9119499,113.44273
949,1.8373435,90.6487
950,2.1481287,103.40042
951,5.1103077,253.07782
952,1.9586914,115.90808
953,2.5348,167.46725
954,2.371263,126.38106
955,3.2405562,222.54984
956,1.5314635,90.31506
957,3.2422013,226.47882
958,2.7264829,151.13873
959,2.4083579,180.2958
960,2.1952507,138.72937
961,2.0740569,117.110886
962,2.7035913,166.93164
963,2.429764,179.98526
964,2.130948,101.71527
965,2.5230474,193.4424
966,1.8434689,113.4628
967,2.9959636,171.47961
968,1.8276613,100.97656
969,3.2643642,214.02293
970,1.8238938,106.55888
971,2.4219513,143.00055
972,2.1468391,129.34302
973,2.5907414,143.79906
974,2.2483807,138.80203
975,2.5547087,180.90085
976,2.4346347,182.5693
977,2.0421348,145.3749
978,2.4615235,130.2608
979,2.837132,212.79492
980,2.1589465,121.83411
981,2.1064546,140.12085
982,2.301743,134.48828
983,1.4548687,85.31288
984,2.786448,167.53635
985,2.5084927,147.9929
986,2.835981,178.15286
987,2.633049,147.26851
988,1.8467728,84.716965
989,2.4967608,139.69046
990,1.5934767,116.34177
991,3.433652,230.9281
992,3.222011,177.81757
993,2.1609094,142.95285
994,2.768137,214.13857
995,2.3937726,133.35106
996,2.91162,183.39151
997,2.3998394,144.26318
998,2.725525,178.37619
999,1.7953881,95.561195
1000,1.5615597,82.16528
1001,2.784351,181.37741
1002,1.6276395,107.44618
1003,2.408937,186.08987
1004,2.8443217,143.38882
1005,1.6733259,84.97398
1006,1.4112127,78.03265
1007,2.2652256,164.69348
1008,2.3834243,164.07822
1009,1.6827874,98.289215
1010,1.6122558,81.959946
1011,1.9569322,102.637245
1012,2.3198009,130.85596
1013,3.6171918,238.17897
1014,2.3042798,142.55182
1015,1.607464,81.960526
1016,2.7998517,204.44658
1017,2.4147635,194.62589
1018,3.0563965,218.94237
1019,2.3587432,129.91037
1020,3.7997966,245.00443
1021,2.1264093,125.086945
1022,1.5165696,106.717834
1023,3.1662269,198.58028
1024,2.2469363,111.55524
1025,1.6593606,81.18683
1026,2.1887434,163.52208
1027,3.163858,228.35294
1028,2.7033973,147.6648
1029,2.5521193,143.2365
1030,2.651977,173.76979
1031,2.177374,95.37052
1032,2.6382856,177.12527
1033,2.5662217,179.46924
1034,2.5906827,165.33804
1035,2.8546948,211.05936
1036,2.7572536,185.23587
1037,3.4712815,234.15349
1038,2.011806,117.74957
1039,2.4691355,167.98672
1040,3.4100566,235.43196
1041,2.70983,157.90018
1042,1.592358,85.8712
1043,2.3726215,161.92802
1044,2.8048706,199.65782
1045,2.2019725,125.717804
1046,2.9763074,231.15158
1047,1.5249969,74.61726
1048,3.845544,229.40842
1049,3.0678647,198.3146
1050,2.2471468,153.16174
1051,2.769485,174.0444
1052,2.1956182,96.77525
1053,2.6798377,163.5273
1054,2.908467,207.39838
1055,2.362017,161.07864
1056,3.9406056,245.55765
1057,1.9673078,103.72098
1058,1.7654866,79.33604
1059,1.8592663,93.412766
1060,2.9791238,206.66486
1061,3.4732218,223.71233
1062,1.8271365,86.46455
1063,2.074222,108.62311
1064,3.0039642,219.69913
1065,2.1140144,134.46362
1066,2.2992413,125.913895
1067,2.1547256,116.47598
1068,2.7510395,187.76111
1069,2.3062227,161.02892
1070,2.5697598,181.45169
1071,2.823655,194.98204
1072,3.293251,220.99532
1073,2.8473256,174.15906
1074,2.3314896,132.58305
1075,3.5373957,235.64934
1076,3.0327559,204.72382
1077,2.2322578,170.81425
1078,3.04695,197.3026
1079,2.0935392,126.478355
1080,1.9495332,105.10867
1081,2.0161676,113.6801
1082,1.5654958,78.510765
1083,2.1521752,109.188995
1084,3.0425591,191.13832
1085,2.6254046,125.294
