index,thickness,intensity
228,2.8195698,192.1615
229,2.9562955,214.24559
230,2.2848132,122.517166
231,2.651561,196.56471
232,2.1987922,124.86403
233,3.3024948,210.41327
234,1.9052821,133.15273
235,2.180883,119.36377
236,2.2360387,155.01569
237,1.1451522,75.4547
238,2.1628575,125.94151
239,2.3839645,129.66473
240,2.0687602,105.1801
241,1.9650679,84.50552
242,2.9018548,159.90909
243,1.559709,109.09508
244,2.231344,136.40219
245,2.5122008,178.89955
246,2.1445267,185.93448
247,2.2497432,116.457504
248,2.0595593,134.97943
249,2.709986,169.39233
250,2.5822864,179.14577
251,2.8694608,174.28723
252,2.442553,147.35867
253,2.5024278,186.25912
254,3.5307384,230.20317
255,2.5179687,127.8701
256,2.285334,137.4766
257,2.6901016,162.07344
258,2.1718667,120.69786
259,1.6559503,85.357635
260,1.7805581,117.69504
261,2.2924638,156.64148
262,3.0986798,183.39108
263,3.1138787,218.77014
264,2.254777,103.82635
265,1.831098,101.63251
266,3.0124242,173.0776
267,1.5538007,105.84613
268,2.3643086,114.61815
269,4.076686,240.50468
270,2.562263,187.73453
271,1.9096388,114.32252
272,2.3354824,105.47336
273,3.3821914,218.90683
274,2.6784163,193.08171
275,2.1921022,170.05057
276,1.8517768,92.61561
277,3.0616496,218.03847
278,2.102395,126.132706
279,2.921424,206.04521
280,1.6544311,91.953285
281,2.115354,145.68718
282,2.0613747,131.62036
283,1.9382545,89.385635
284,1.9132359,110.48328
285,2.7003393,166.77094
286,2.2737427,122.67502
287,2.0956802,117.22045
288,1.556716,87.93613
289,2.8765779,208.6624
290,2.1963778,162.10617
291,2.8733006,173.7489
292,3.3249693,217.9946
293,3.6269526,237.72214
294,1.6540047,85.637924
295,2.8105247,196.41725
296,3.3097503,204.86087
297,2.4145818,144.20296
298,2.1291516,178.87347
299,2.6718652,197.5133
300,2.5753593,198.53174
301,1.9135702,93.282684
302,2.133175,130.83774
303,3.594654,243.50555
304,2.9125524,220.6535
305,2.746403,216.89854
306,3.2828119,212.52057
307,2.4238884,137.36241
308,4.2527776,252.48001
309,2.4067292,149.57202
310,2.3539717,119.91209
311,1.6242888,111.20648
312,3.6489437,224.15681
313,1.8505561,127.995605
314,2.349032,182.85475
315,2.5993547,178.78543
316,3.1359675,236.81914
317,2.7047515,142.32974
318,3.5248759,237.66577
319,3.4590364,233.62892
320,4.065558,251.71307
321,2.7251172,170.09897
322,2.7232292,178.47939
323,2.761006,142.68964
324,2.195051,120.86749
325,2.8070314,208.89009
326,2.0287838,138.82793
327,2.2539084,97.99808
328,3.1542945,233.4652
329,1.919771,152.48065
330,2.4743266,182.52089
331,3.1047387,222.41473
332,2.7910714,221.68454
333,2.4585438,147.32495
334,1.8917375,117.21675
335,3.2796516,225.49423
336,1.3491285,70.60698
337,2.6322465,164.55666
338,3.8550725,243.71696
339,1.5212023,96.89305
340,2.838055,151.47482
341,2.0014002,106.92574
342,2.5910122,141.50626
343,1.6788775,106.27331
344,3.0412974,220.11041
345,2.3546817,203.3104
346,2.4904351,168.54688
347,3.0373049,216.88695
348,3.6757243,239.69998
349,1.6119789,76.90186
350,2.6380272,151.98816
351,2.1057484,114.74391
352,3.232112,212.17586
353,2.8193,187.2108
354,2.0632954,106.440674
355,2.8358135,177.6315
356,1.7347696,95.58169
357,1.7140188,103.20766
358,2.5059834,143.01263
359,2.8100612,141.7992
360,2.5927875,150.63028
361,3.214434,190.19498
362,3.3527606,227.8871
363,2.351132,144.35925
364,3.2728324,226.74344
365,1.3767548,90.858284
366,3.4277442,223.28987
367,2.3687387,142.39859
368,2.3431442,152.30328
369,2.1597552,156.9721
370,2.6616676,200.92896
371,3.5433702,242.58824
372,2.1832833,118.59717
373,3.4375968,209.01535
374,2.0147235,114.55971
375,2.369061,132.17734
376,2.8780727,203.63972
377,1.8029333,95.90384
378,2.0666444,168.13644
379,2.0057936,114.66611
380,2.8709497,202.1651
381,2.90782,132.59851
382,3.0863256,207.89717
383,2.3846815,145.18031
384,2.571206,167.50526
385,1.7767098,82.06947
386,2.603482,140.4512
387,3.5729034,233.96744
388,2.7032766,183.2749
389,1.3338711,82.7861
390,1.6524513,89.46701
391,1.8707092,102.44358
392,2.4285746,200.03438
393,2.7306685,208.41086
394,2.1032038,124.8704
395,2.4659674,130.10239
396,1.9507195,171.30959
397,1.7745739,95.61882
398,2.1714783,126.32567
399,3.237835,195.33849
400,1.5200624,127.90875
401,2.1780934,137.85263
402,2.8231578,147.8213
403,2.6915247,181.12967
404,2.0744915,147.63058
405,1.7697072,71.56032
406,1.8293674,86.94514
407,2.8704505,140.9655
408,3.0520415,188.54865
409,2.5000834,211.64825
410,2.2849488,147.44455
411,2.6570525,176.75687
412,2.4682176,179.23584
413,2.4141326,123.49764
414,2.1967216,118.013275
415,2.9542732,211.07579
416,2.0384178,91.59231
417,2.7753952,147.36359
418,3.070557,210.58344
419,2.7416654,208.39664
420,2.2640066,105.48164
421,1.4717656,100.51393
422,1.4943864,85.58682
423,1.7498335,118.493774
424,2.4170527,197.11559
425,3.7330232,238.93414
426,1.6086048,83.94845
427,3.3732617,224.07819
428,2.3710687,123.532974
429,1.7027924,96.315575
430,2.5333648,177.629
431,2.110422,102.41823
432,1.6083473,116.63462
433,2.0281513,149.26343
434,1.4056182,89.73782
435,3.0384336,190.72044
436,1.8705627,103.839905
437,1.2855016,90.80807
438,2.91513,169.09583
439,2.5618541,169.13484
440,2.601966,185.22534
441,2.9294353,198.64296
442,2.8313646,183.2154
443,2.6508152,153.97719
444,2.553549,140.18352
445,2.0552928,121.06535
446,2.5406256,195.4476
447,1.3476745,79.39125
448,1.5743992,83.045456
449,1.2175686,77.59288
450,3.1378825,192.76758
451,2.4170766,144.50388
452,2.4943166,141.75964
453,2.3286831,151.08682
454,2.770822,193.4674
455,1.5670253,92.43816
456,1.3262904,77.82373
457,2.3147948,204.89842
458,3.0497105,172.28964
459,2.7641437,187.158
460,2.3125381,131.16739
461,2.9692996,221.04175
462,2.430901,143.28476
463,3.0779817,196.29791
464,1.4560314,83.695076
465,2.6327686,179.74548
466,1.7661635,88.58794
467,2.377408,129.36612
468,2.197411,154.96187
469,1.664362,75.676895
470,2.901156,151.39194
471,2.083708,115.80026
472,2.038027,136.33519
473,3.2346733,210.18626
474,2.0581856,118.29364
475,3.5111957,216.06593
476,3.965308,248.45053
477,2.31899,164.10721
478,1.7326556,99.57651
479,1.8594097,99.56237
480,2.0200496,164.08089
481,2.9276233,198.23895
482,2.504942,133.03163
483,3.9431546,248.20972
484,3.2156434,209.35036
485,2.213364,141.5667
486,1.7893137,90.78814
487,2.8054528,186.4141
488,2.4944184,190.74121
489,2.502583,192.19821
490,3.3971174,229.30879
491,2.2643313,119.52336
492,2.2230897,119.52351
493,2.0286298,105.40964
494,1.4050945,90.1742
495,1.8128775,91.60418
496,2.357598,163.00119
497,2.4872923,188.46301
498,2.2897122,164.05627
499,1.8455322,124.18616
500,2.9880924,218.35236
501,2.904207,218.00095
502,2.2039287,135.26523
503,2.23282,142.9655
504,2.4350312,183.84969
505,2.1256466,117.3955
506,2.3805852,154.43942
507,3.2993045,212.49104
508,2.904867,217.36888
509,2.0613945,116.35945
510,1.8986278,113.04903
511,2.1076553,122.33261
512,3.8977032,244.41888
513,2.5645232,172.31668
514,3.969893,238.82516
515,4.671797,251.5666
516,1.9091194,112.13582
517,1.879884,96.695786
518,1.852419,91.73668
519,1.6910021,78.75134
520,3.0946217,173.31805
521,4.6971626,252.1933
522,2.5463207,146.05946
523,2.16875,112.23697
524,1.8054452,100.20764
525,2.1216226,135.48465
526,1.6199996,92.31477
527,3.6954544,240.59499
528,1.7765667,85.92286
529,3.054092,183.68372
530,1.8044882,100.44226
531,3.661041,231.40076
532,3.3464422,239.75777
533,2.5551558,168.3905
534,2.0948224,146.40974
535,2.5310655,162.73871
536,3.781612,244.24362
537,3.5009007,240.6854
538,2.0306764,100.497635
539,2.555101,189.60217
540,2.6708417,203.73131
541,2.519168,166.86731
542,1.6373236,79.553085
543,3.1320229,191.11801
544,2.8347192,198.34735
545,2.1055446,108.37389
546,2.1117475,136.45938
547,3.5094395,238.00195
548,3.003926,191.01334
549,1.53828,79.70355
550,3.0202122,205.219
551,2.4447207,140.52567
552,3.5432067,223.1385
553,2.5167737,185.74338
554,1.766159,118.03734
555,2.057981,93.69867
556,2.8595736,189.49472
557,2.3753774,187.23242
558,1.8272488,102.71699
559,2.0284052,111.631454
560,2.20884,131.44485
561,2.0617473,130.15714
562,3.4080288,240.07516
563,3.2575176,212.52496
564,3.0652845,178.39487
565,2.3971782,114.36914
566,2.387799,147.07771
567,2.611188,181.04254
568,2.039384,126.56343
569,3.2442977,230.8684
570,3.0320182,215.25827
571,2.2507071,131.39853
572,1.3838468,70.87547
573,1.8641067,143.93985
574,1.5777196,89.32927
575,1.8880923,122.816574
576,3.0554001,199.53427
577,3.0358603,183.996
578,2.1630595,133.49529
579,2.6509666,173.20392
580,2.5960329,194.1618
581,2.4390025,148.52827
582,1.5417924,82.921005
583,1.5068423,93.99086
584,3.221025,201.7614
585,1.993444,81.46672
586,1.9662288,94.439606
587,2.205071,141.61464
588,2.792775,187.63272
589,2.7518983,187.5928
590,2.591045,167.20856
591,2.407494,166.25955
592,3.6122308,234.03035
593,1.943125,114.69878
594,2.5051885,138.25336
595,2.3926928,125.90929
596,2.644398,171.09969
597,1.8488886,92.55122
598,2.6741977,178.17015
599,1.2793435,78.684555
600,2.6444821,171.88472
601,2.4266093,140.70166
602,1.9950618,100.53413
603,1.708003,107.871796
604,3.6059177,228.92712
605,1.9123193,84.742584
606,1.3724779,96.4155
607,2.1933827,151.28674
608,2.1402993,104.91914
609,2.7912307,180.51315
610,2.5664973,149.85062
611,2.776769,190.12631
612,2.1581757,108.37479
613,3.3394668,172.3641
614,2.3527045,160.70789
615,2.1766188,123.66879
616,3.7071137,242.8071
617,2.5236168,163.11737
618,1.5739728,82.321594
619,3.4797986,222.91956
620,2.3758662,146.00757
621,2.9278057,196.73715
622,2.326182,150.49727
623,3.2911325,212.53468
624,2.664838,172.03955
625,3.6192794,231.31937
626,1.6384944,86.39513
627,3.6385121,241.75879
628,2.2558615,132.24536
629,3.0387917,196.1074
630,2.5764134,148.45447
631,2.2327077,110.90759
632,3.17748,226.52287
633,2.1984708,185.35075
634,2.3032892,179.44818
635,1.7346512,91.340065
636,1.9166453,141.70035
637,2.1918323,132.21246
638,2.5167887,154.0747
639,2.2089467,152.77936
640,2.4113207,139.90826
641,2.125082,138.34782
642,2.3083467,133.86078
643,2.4763527,151.39508
644,2.2573173,138.65034
645,2.3068168,163.47256
646,3.3031125,235.36064
647,2.5524662,186.98727
648,2.0888762,141.80003
649,2.6415372,149.62732
650,3.0752194,213.80865
651,3.5194871,224.3807
652,2.4977965,144.08919
653,1.9238701,95.3421
654,2.591992,118.35667
655,1.9523525,103.9486
656,2.836622,184.97424
657,2.181773,135.19897
658,2.950044,207.06042
659,2.2811356,159.94669
660,3.1771233,201.84158
661,2.0973654,112.84584
662,3.3139484,236.82382
663,1.2811434,98.30078
664,1.730115,98.38859
665,2.6313887,193.23378
666,3.7675068,248.21127
667,2.4587636,168.03009
668,1.5233216,114.48828
669,2.5765908,164.79114
670,2.8618636,187.83755
671,3.807803,239.6447
672,2.3411906,138.35495
673,2.3454957,160.03586
674,3.3013902,238.78435
675,1.8755592,122.39433
676,2.2480025,119.74382
677,2.6278496,170.85925
678,1.8975657,82.76371
679,2.7801464,144.81468
680,2.2786684,129.18027
681,3.3677235,211.37311
682,2.2393594,150.38318
683,4.114856,250.78926
684,2.318481,115.2149
685,2.3206387,137.67928
686,1.949292,100.62909
687,3.9047623,243.55142
688,2.5678096,177.39417
689,2.9704347,161.43619
690,2.2654183,130.79895
691,2.9078348,188.45676
692,2.5165126,116.52385
693,3.0578299,188.05957
694,2.0621572,155.18948
695,2.4430022,176.43317
696,2.8834538,211.60445
697,2.825998,201.76549
698,2.0872793,146.2768
699,2.0346456,108.526
700,2.1857257,118.18326
701,2.1051154,144.50171
702,2.2932518,138.10638
703,1.8310117,148.58295
704,1.8587297,121.22575
705,2.3718343,159.12186
706,2.7952669,194.74156
707,2.5881648,149.21306
708,2.32924,130.63123
709,3.2122219,212.63553
710,1.8989904,116.01364
711,2.6349146,173.38132
712,2.519793,188.8464
713,2.0711348,120.99206
714,3.3984652,236.55573
715,1.8488774,100.157425
716,2.138416,131.79651
717,2.5431092,188.4873
718,2.3553932,140.84879
719,2.3452377,147.31067
720,3.1027265,188.19638
721,1.9807916,94.595535
722,2.53515,151.80835
723,2.0707843,109.1134
724,1.9517267,129.55548
725,3.255101,218.44751
726,1.6276855,80.85449
727,2.1928248,149.44127
728,3.165255,232.542
729,1.8545382,134.31802
730,1.9986442,98.28315
731,4.0254602,248.54668
732,2.6088943,183.2283
733,2.3019657,167.163
734,3.1263108,206.33176
735,2.9904513,190.6138
736,1.3458787,85.16177
737,2.177176,102.38484
738,2.4951553,177.76193
739,2.399039,173.41586
740,2.8134236,207.2602
741,1.9293458,97.35943
742,1.77634,99.224014
743,2.5530188,156.53624
744,3.0587184,211.92088
745,2.35625,141.91145
746,2.6413355,164.99495
747,2.7407432,176.00903
748,2.518681,144.82568
749,2.4573882,173.74867
750,1.9082589,99.18483
751,3.402185,218.50484
752,2.0716906,93.734924
753,3.1877751,212.761
754,3.557991,238.58505
755,1.8838277,115.7964
756,2.9484055,203.53882
757,1.7252883,152.27423
758,1.562996,77.84386
759,4.4058504,247.24007
760,2.1930742,118.19408
761,2.504906,175.02756
762,2.5223324,150.7688
763,2.86214,201.21594
764,2.7144222,172.64713
765,1.4263343,75.7387
766,2.2457767,125.67821
767,2.6067748,199.9054
768,1.2249286,74.145386
769,2.2162766,135.11588
770,1.9737107,113.42706
771,2.4337888,171.0224
772,2.1657095,149.87506
773,2.0230854,126.66956
774,2.4989207,157.94844
775,3.106045,198.01495
776,2.8671184,226.6118
777,2.3247082,193.25586
778,2.049554,144.96542
779,2.8743396,207.86975
780,1.7269247,97.70924
781,2.3545809,183.79181
782,3.1932242,229.91235
783,2.32121,148.21622
784,2.0146303,100.68036
785,3.2465718,210.7822
786,1.7183421,115.53404
787,2.7793655,200.3455
788,3.3023393,221.0199
789,3.0846112,218.35654
790,2.2975202,160.6261
791,2.458646,146.56671
792,2.6384869,184.27145
793,2.7333734,182.63733
794,3.0635934,220.3393
795,2.1279147,163.11993
796,2.2902334,103.083176
797,2.2213151,114.203995
798,2.1879513,112.518326
799,2.8158777,189.43759
800,2.8740644,207.48326
801,3.1922715,232.66406
802,2.1585202,133.87817
803,2.6619067,194.67282
804,2.0567532,122.62542
805,2.4813387,120.74837
806,2.4238107,166.00827
807,2.4044714,180.51135
808,2.383263,158.8184
809,1.9168193,111.59288
810,2.2298226,138.56046
811,2.2923696,132.74188
812,2.7880495,217.03433
813,2.31003,111.850555
814,2.4886951,143.01357
815,2.3965046,121.79562
816,1.761626,98.37962
817,2.4511228,190.04282
818,2.8915067,156.98419
819,2.2901964,161.6279
820,1.7383317,82.00148
821,3.365026,214.74696
822,2.1091835,124.140594
823,2.616272,196.30545
824,3.9704773,246.3325
825,1.3505299,79.32123
826,2.189847,141.98514
827,2.4961753,202.8137
828,2.3170505,129.42123
829,3.4434931,197.40503
830,2.0141158,112.95173
831,2.1920795,130.85583
832,2.3329234,142.44672
833,2.924069,171.76935
834,2.1875603,139.20627
835,2.0123155,140.03827
836,1.4809272,87.53978
837,2.4125772,172.67183
838,1.8542051,109.67514
839,2.8563857,186.56311
840,1.5040679,92.68104
841,2.0184267,114.31638
842,2.8164403,206.74493
843,2.5565948,151.82613
844,2.3639712,139.02206
845,2.6836958,194.50389
846,2.2866037,170.73563
847,1.9072174,96.47161
848,2.9988863,218.18617
849,2.6816802,206.71817
850,2.8352287,162.44666
851,1.6108267,86.4076
852,1.9992794,120.21942
853,2.849075,192.56511
854,1.505728,72.48952
855,3.0228074,210.8955
856,3.08703,180.35876
857,2.2174993,103.443665
858,2.3528838,132.53568
859,3.2872605,234.54625
860,2.9128137,170.12622
861,2.803309,190.52313
862,2.846006,202.27177
863,3.2483325,200.39056
864,2.427672,164.67136
865,2.5399966,178.27185
866,2.5481138,191.1879
867,2.9887938,206.4375
868,3.0180588,201.39842
869,3.1372604,219.36946
870,2.1661193,133.63602
871,3.1211267,212.17612
872,3.0659525,181.2378
873,2.3644195,163.53702
874,2.3974786,189.57031
875,2.413523,169.508
876,2.3581338,171.71019
877,1.6518489,105.11007
878,2.1254969,124.876076
879,2.9415698,218.68607
880,2.9815679,200.67444
881,2.0752516,124.93165
882,2.9004083,194.50983
883,2.7536044,194.71198
884,2.145328,114.32349
885,3.321767,238.4442
886,2.1816235,135.63806
887,2.8376489,201.09282
888,2.2327104,107.087616
889,2.8507023,209.92133
890,2.9633484,210.44806
891,2.14572,139.67734
892,3.2811508,238.78719
893,3.0708447,194.47667
894,3.5495296,230.8875
895,2.073083,109.12335
896,1.5921481,84.354675
897,1.3493692,73.534744
898,2.929209,210.15878
899,1.8572326,95.08216
900,2.3704073,138.13303
901,1.8329928,108.932655
902,2.4376745,135.04785
903,2.5650678,174.52731
904,4.069095,246.46019
905,2.36637,190.25523
906,2.657267,204.86995
907,2.104701,135.74893
908,3.1371837,225.40607
909,3.678121,238.64752
910,1.6274083,77.60221
911,3.1702979,203.3463
912,3.0065541,197.82953
913,2.5192082,142.24161
914,3.393725,218.16258
915,2.263773,120.487854
916,1.8342807,103.682465
917,1.6041483,86.6671
918,2.7355428,195.00319
919,2.1724226,131.07523
920,2.2192397,154.13293
921,2.7234569,154.02905
922,1.5024751,75.56729
923,3.2056215,192.1848
924,1.9071832,125.92377
925,2.643644,166.75623
926,2.4034793,159.63492
927,1.7643713,123.72322
928,2.2617877,161.0612
929,2.376988,193.1446
930,2.376324,153.18935
931,2.3143802,91.72182
932,2.8125908,194.66286
933,1.7241967,91.64459
934,2.576092,166.32516
935,2.414617,127.90311
936,2.7928698,174.62833
937,5.2546678,253.73677
938,2.6946988,175.61472
939,2.397458,166.64828
940,2.5196745,172.21619
941,3.0803561,197.3715
942,2.0678153,118.335205
943,2.484152,147.38155
944,1.6361058,75.79244
945,2.5350718,138.3359
946,2.7156868,208.08249
947,3.4660938,224.26047
948,3.2082462,222.44943
949,2.4476907,165.20695
950,2.2415392,143.63419
951,2.0755396,136.62405
952,2.1430938,140.24716
953,2.8568952,187.83826
954,1.7696972,107.04046
955,1.9143493,105.82821
956,1.6649655,76.41531
957,2.7347734,147.53769
958,2.8821433,202.36073
959,1.9631405,111.15657
960,3.0172267,214.1976
961,1.9064952,113.277725
962,2.390438,148.9758
963,2.3517325,163.94473
964,2.9898028,159.12868
965,3.922655,241.66763
966,1.7234366,103.99167
967,1.9179372,120.52252
968,2.8962853,175.11624
969,2.7263954,197.29062
970,2.6520195,160.54947
971,1.9348164,98.153915
972,2.1070397,144.35269
973,1.606495,98.60665
974,2.9356718,196.55167
975,2.587607,185.79971
976,3.7997253,244.65897
977,1.5780351,85.576744
978,2.288478,127.721924
979,2.1508079,117.454895
980,1.9521248,104.191025
981,2.610547,154.22577
982,3.0494137,239.35083
983,1.8865727,110.10232
984,1.8134183,100.79476
985,2.0341961,105.35646
986,2.126579,136.30743
987,2.469189,156.98483
988,1.9165474,122.50445
989,1.8415573,93.31445
990,1.9690053,94.87368
991,1.5828776,91.38719
992,2.8103013,164.00964
993,2.3179972,165.16525
994,2.9930575,182.46143
995,3.2367494,215.85414
996,1.992062,151.1048
997,1.683959,101.70863
998,2.9217308,183.69658
999,2.2886791,120.05758
1000,2.608378,170.18866
1001,2.8022113,149.9877
1002,1.401274,74.14736
1003,1.95432,99.02964
1004,2.2026925,143.99655
1005,1.8647093,109.86843
1006,2.0024972,122.404274
1007,1.7023278,93.06942
1008,2.5656714,124.499985
1009,2.9242532,210.79294
1010,3.03502,209.5907
1011,1.7672929,125.52112
1012,2.6288717,182.45412
1013,1.221619,93.75278
1014,2.793776,152.03273
1015,1.9392507,133.35834
1016,3.0842984,210.55745
1017,1.8641694,103.94211
1018,1.6000376,95.71297
1019,3.2853324,206.33652
1020,3.1322818,176.39108
1021,2.0115428,130.2232
1022,1.8390595,78.7356
1023,3.1911569,230.41641
1024,2.7393527,200.46907
1025,2.3312554,132.16565
1026,2.9246907,187.89029
1027,2.0687675,81.38436
1028,2.7447968,168.37958
1029,2.8659024,206.87149
1030,3.8118942,245.4901
1031,2.2942274,135.60176
1032,3.8238342,234.46147
1033,2.0273097,98.6567
1034,3.0559802,224.57909
1035,1.4562936,83.89201
1036,3.9955375,246.40422
1037,1.3909681,70.98384
1038,2.133511,181.71387
1039,2.3809142,122.78703
1040,2.6235518,168.62091
1041,2.3106678,158.2065
1042,3.167848,241.3621
1043,2.2480438,177.44873
1044,3.6704476,243.56824
1045,1.5803454,94.004036
1046,1.505461,87.70562
1047,1.2715467,81.00283
1048,2.2653794,161.66684
1049,1.5285469,91.67053
1050,2.5004919,173.13
1051,2.9859352,168.4407
1052,2.154885,139.39377
1053,2.0338936,123.19888
1054,2.4535577,133.4776
1055,2.007738,128.27072
1056,3.0774543,214.15962
1057,2.858935,202.17038
1058,3.773397,245.78989
1059,1.2976006,74.58547
1060,2.09212,104.17737
1061,2.3999715,138.57881
1062,2.2021892,154.31836
1063,2.1677814,130.86882
1064,1.2987951,80.01835
1065,3.4438758,233.92438
1066,1.6867738,91.50777
1067,1.6537793,92.88334
1068,2.9372907,189.39561
1069,3.0516338,168.6998
1070,2.3133318,115.18762
1071,1.4189004,96.76956
1072,2.05653,149.19998
1073,1.9974169,96.04251
1074,2.8112934,177.66098
1075,2.244869,150.98138
1076,2.4751346,151.68376
1077,1.5699122,91.56855
1078,1.8523837,93.310555
1079,2.8525536,203.65935
1080,2.5603578,145.83102
1081,2.649675,146.99606
1082,2.546509,164.28464
1083,4.0052414,247.5276
1084,2.2164729,124.8492
1085,4.002739,249.85103
1086,1.4291682,93.86916
